"Accident_Index","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","Latitude","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","LSOA_of_Accident_Location","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year","InScotland"
"2005030003451","C","2040",NA,"0","Fatal","Other object on road",2005-10-26,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.883973,"Daylight","Allerdale","Cumbria","323420","555010",-3.195252,"E01019132",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","Road surface defective",60,"10:12","Rural","Raining no high winds",2005,"No"
"2005030003452","A","595","B","5299","Slight","None",2005-10-11,"Tuesday","1","Give way or uncontrolled","Mini-roundabout",54.782006,"Daylight","Allerdale","Cumbria","322890","543670",-3.200484,"E01019083",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"17:30","Rural","Raining no high winds",2005,"No"
"2005030003453","Unclassified","0",NA,"0","Slight","None",2005-08-19,"Friday","2","Data missing or out of range","Not at junction or within 20 metres",54.90724,"Daylight","Carlisle","Cumbria","339040","557360",-2.952308,"E01019188",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"19:00","Urban","Fine no high winds",2005,"No"
"2005030003454","A","66","A","66","Slight","None",2005-10-24,"Monday","1","Give way or uncontrolled","Roundabout",54.648643,"Daylight","Eden","Cumbria","349640","528450",-2.781973,"E01019311",1,1,"0","0","Cumbria","Wet or damp","Roundabout","None",70,"16:08","Rural","Raining no high winds",2005,"No"
"2005030003455","C","1014",NA,"0","Slight","None",2005-10-25,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.849723,"Daylight","Carlisle","Cumbria","339690","550950",-2.940829,"E01019212",2,1,"0","0","Cumbria","Wet or damp","Single carriageway","Mud",60,"11:00","Rural","Raining no high winds",2005,"No"
"2005030003462","A","592","B","5285","Fatal","None",2005-10-26,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.355103,"Daylight","South Lakeland","Cumbria","340070","495900",-2.923645,"E01019397",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"08:37","Rural","Fine no high winds",2005,"No"
"2005030003463","Unclassified","0",NA,"0","Serious","None",2005-10-23,"Sunday","2","Data missing or out of range","Not at junction or within 20 metres",54.191028,"Daylight","South Lakeland","Cumbria","351200","477510",-2.749402,"E01019347",1,2,"0","0","Cumbria","Dry","Single carriageway","None",60,"12:10","Rural","Fine no high winds",2005,"No"
"2005030003464","A","590","Unclassified","0","Slight","None",2005-10-22,"Saturday","1","Give way or uncontrolled","Roundabout",54.156622,"Daylight","Barrow-in-Furness","Cumbria","321020","474100",-3.210949,"E01019154",2,2,"0","0","Cumbria","Wet or damp","Roundabout","None",60,"08:20","Rural","Other",2005,"No"
"2005030003465","Motorway","6",NA,"0","Slight","None",2005-10-26,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.350309,"Daylight","South Lakeland","Cumbria","359860","495150",-2.61906,"E01019394",1,2,"0","0","Cumbria","Wet or damp","Dual carriageway","Roadworks",50,"14:14","Rural","Raining no high winds",2005,"No"
"2005030003468","A","6","Unclassified","0","Slight","None",2005-10-28,"Friday","1","Auto traffic signal","T or staggered junction",54.330813,"Daylight","South Lakeland","Cumbria","351650","493060",-2.745021,"E01019370",1,1,"0","4","Cumbria","Dry","Single carriageway","None",30,"11:40","Urban","Fine no high winds",2005,"No"
"2005030003471","Unclassified","0",NA,"0","Slight","None",2005-10-28,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",54.629803,"Daylight","Allerdale","Cumbria","299880","527180",-3.552461,"E01019108",1,1,"0","1","Cumbria","Wet or damp","Single carriageway","None",30,"17:20","Urban","Fine + high winds",2005,"No"
"2005030003473","Unclassified","0",NA,"0","Slight","None",2005-10-23,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.336722,"Darkness - lights lit","South Lakeland","Cumbria","351410","493720",-2.748819,"E01019370",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"21:55","Urban","Fine no high winds",2005,"No"
"2005030003474","A","683",NA,NA,"Serious","None",2005-10-30,"Sunday","1","Data missing or out of range","Private drive or entrance",54.291945,"Darkness - no lighting","South Lakeland","Cumbria","362900","488630",-2.57148,"E01019384",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"20:50","Rural","Fine no high winds",2005,"No"
"2005030003476","A","685",NA,"0","Serious","None",2005-10-27,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.336985,"Darkness - lights lit","South Lakeland","Cumbria","352290","493740",-2.735289,"E01019365",2,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"19:30","Urban","Fine no high winds",2005,"No"
"2005030003478","A","5086","Unclassified","0","Slight","None",2005-10-25,"Tuesday","1","Give way or uncontrolled","T or staggered junction",54.554073,"Darkness - lights lit","Copeland","Cumbria","305980","518620",-3.455257,"E01019256",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"01:55","Rural","Raining no high winds",2005,"No"
"2005030003480","Unclassified","0","Unclassified","0","Slight","None",2005-10-07,"Friday","1","Give way or uncontrolled","T or staggered junction",54.551421,"Daylight","Copeland","Cumbria","297420","518510",-3.58752,"E01019280",2,1,"0","8","Cumbria","Dry","Single carriageway","None",30,"14:22","Urban","Fine no high winds",2005,"No"
"2005030003482","B","5094","Unclassified","0","Slight","None",2005-10-20,"Thursday","1","Give way or uncontrolled","T or staggered junction",54.549735,"Darkness - lights lit","Copeland","Cumbria","297520","518320",-3.585909,"E01019280",1,1,"0","0","Cumbria","Dry","Single carriageway","None",30,"21:00","Urban","Fine no high winds",2005,"No"
"2005030003483","A","66",NA,"0","Slight","None",2005-10-20,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.609323,"Daylight","Allerdale","Cumbria","326540","524390",-3.138881,"E01019083",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"09:15","Rural","Fine no high winds",2005,"No"
"2005030003484","A","595",NA,"0","Serious","Other object on road",2005-10-22,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.822463,"Daylight","Allerdale","Cumbria","329140","548070",-3.104403,"E01019131",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"12:24","Rural","Raining no high winds",2005,"No"
"2005030003486","B","5345","C","4033","Slight","None",2005-10-21,"Friday","1","Give way or uncontrolled","T or staggered junction",54.54106,"Daylight","Copeland","Cumbria","297270","517360",-3.589437,"E01019292",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"10:05","Urban","Raining no high winds",2005,"No"
"2005030003487","B","5345","Unclassified","0","Slight","None",2005-10-13,"Thursday","1","Give way or uncontrolled","T or staggered junction",54.52182,"Daylight","Copeland","Cumbria","297640","515210",-3.582972,"E01019296",2,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"14:11","Rural","Fine no high winds",2005,"No"
"2005030003488","A","596","Unclassified","0","Slight","Other object on road",2005-10-25,"Tuesday","1","Give way or uncontrolled","T or staggered junction",54.689527,"Darkness - lights lit","Allerdale","Cumbria","302080","533780",-3.520608,"E01019099",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"21:29","Rural","Other",2005,"No"
"2005030003489","A","66","Unclassified","0","Slight","None",2005-10-26,"Wednesday","1","Data missing or out of range","Other junction",54.643415,"Daylight","Allerdale","Cumbria","300570","528680",-3.542287,"E01019116",1,1,"0","4","Cumbria","Wet or damp","Single carriageway","None",30,"11:12","Urban","Fine no high winds",2005,"No"
"2005030003490","A","590",NA,"0","Serious","Other object on road",2005-10-29,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.226863,"Daylight","South Lakeland","Cumbria","331430","481750",-3.053315,"E01019351",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"10:00","Rural","Fine no high winds",2005,"No"
"2005030003493","A","65",NA,NA,"Slight","None",2005-10-31,"Monday","1","Give way or uncontrolled","Private drive or entrance",54.245522,"Daylight","South Lakeland","Cumbria","353500","483550",-2.715093,"E01019352",1,2,"0","0","Cumbria","Dry","Single carriageway","None",60,"11:50","Rural","Fine no high winds",2005,"No"
"2005030003494","B","5320",NA,"0","Slight","None",2005-10-28,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",54.645082,"Daylight","Eden","Cumbria","351820","528030",-2.748122,"E01019312",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"10:52","Rural","Raining no high winds",2005,"No"
"2005030003495","B","5288","C","3010","Slight","None",2005-10-30,"Sunday","1","Give way or uncontrolled","T or staggered junction",54.663072,"Darkness - no lighting","Eden","Cumbria","350160","530050",-2.774189,"E01019335",3,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"19:59","Rural","Fine + high winds",2005,"No"
"2005030003498","A","595","Unclassified","0","Slight","None",2005-10-27,"Thursday","1","Give way or uncontrolled","T or staggered junction",54.631013,"Darkness - no lighting","Allerdale","Cumbria","303790","527230",-3.491932,"E01019101",5,2,"0","0","Cumbria","Dry","Single carriageway","None",60,"19:00","Rural","Fine + high winds",2005,"No"
"2005030003502","A","595","Unclassified","0","Slight","None",2005-10-25,"Tuesday","1","Give way or uncontrolled","T or staggered junction",54.545909,"Daylight","Copeland","Cumbria","298150","517880",-3.57602,"E01019262",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",40,"16:40","Urban","Fine no high winds",2005,"No"
"2005030003505","A","595",NA,"0","Serious","None",2005-10-13,"Thursday","2","Data missing or out of range","Not at junction or within 20 metres",54.391905,"Darkness - no lighting","Copeland","Cumbria","307930","500530",-3.419478,"E01019304",1,1,"0","0","Cumbria","Dry","Single carriageway","None",60,"22:30","Rural","Fine no high winds",2005,"No"
"2005030003506","B","6277",NA,"0","Slight","Any animal in carriageway (except ridden horse)",2005-10-02,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.798074,"Daylight","Eden","Cumbria","372760","544880",-2.425228,"E01019305",1,1,"0","0","Cumbria","Dry","Single carriageway","None",60,"13:20","Rural","Fine no high winds",2005,"No"
"2005030003507","A","595","Unclassified","0","Slight","None",2005-10-19,"Wednesday","2","Give way or uncontrolled","Roundabout",54.485498,"Darkness - lights lit","Copeland","Cumbria","301120","511090",-3.527846,"E01019274",1,2,"0","0","Cumbria","Dry","Roundabout","None",50,"18:30","Rural","Fine no high winds",2005,"No"
"2005030003508","Unclassified","0",NA,"0","Slight","None",2005-10-27,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.88411,"Daylight","Carlisle","Cumbria","339470","554780",-2.945059,"E01019216",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"10:50","Urban","Fine no high winds",2005,"No"
"2005030003509","A","66","C","3019","Slight","None",2005-10-30,"Sunday","1","Give way or uncontrolled","T or staggered junction",54.648211,"Daylight","Eden","Cumbria","348050","528420",-2.806606,"E01019311",2,2,"0","0","Cumbria","Wet or damp","Dual carriageway","None",70,"15:06","Rural","Fine + high winds",2005,"No"
"2005030003510","A","594","Unclassified","0","Slight","None",2005-10-21,"Friday","1","Give way or uncontrolled","Crossroads",54.683444,"Darkness - lights unlit","Allerdale","Cumbria","310420","532930",-3.391008,"E01019086",3,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",50,"23:00","Rural","Fine no high winds",2005,"No"
"2005030003511","A","686",NA,"0","Slight","None",2005-10-30,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.695302,"Daylight","Eden","Cumbria","356620","533570",-2.674571,"E01019321",2,3,"0","0","Cumbria","Wet or damp","Single carriageway","Mud",30,"10:44","Rural","Raining no high winds",2005,"No"
"2005030003513","Unclassified","0","Unclassified","0","Slight","None",2005-10-30,"Sunday","1","Auto traffic signal","More than 4 arms (not roundabout)",54.890105,"Daylight","Carlisle","Cumbria","340000","555440",-2.936936,"E01019211",1,2,"0","8","Cumbria","Wet or damp","Single carriageway","None",30,"14:00","Urban","Fine no high winds",2005,"No"
"2005030003515","A","596",NA,NA,"Serious","None",2005-10-21,"Friday","1","Give way or uncontrolled","Other junction",54.681666,"Daylight","Allerdale","Cumbria","301390","532920",-3.531017,"E01019099",3,3,"0","0","Cumbria","Wet or damp","Single carriageway","None",40,"14:16","Rural","Raining no high winds",2005,"No"
"2005030003522","Unclassified","0",NA,"0","Slight","None",2005-10-26,"Wednesday","2","Data missing or out of range","Not at junction or within 20 metres",54.121215,"Darkness - lights lit","Barrow-in-Furness","Cumbria","319260","470190",-3.236847,"E01019159",1,2,"0","0","Cumbria","Wet or damp","Unknown","None",20,"17:45","Urban","Fine + high winds",2005,"No"
"2005030003524","A","590","Unclassified","0","Slight","None",2005-10-29,"Saturday","1","Auto traffic signal","Crossroads",54.194319,"Daylight","South Lakeland","Cumbria","328690","478170",-3.094486,"E01019392",1,1,"0","5","Cumbria","Wet or damp","Dual carriageway","None",30,"11:15","Urban","Fine no high winds",2005,"No"
"2005030003533","Unclassified","0",NA,"0","Slight","None",2005-10-29,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.883984,"Daylight","Carlisle","Cumbria","340660","554750",-2.926506,"E01019211",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"17:10","Urban","Raining no high winds",2005,"No"
"2005030003536","A","595",NA,"0","Slight","None",2005-10-30,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.871687,"Darkness - no lighting","Carlisle","Cumbria","337100","553430",-2.981702,"E01019214",1,3,"0","0","Cumbria","Dry","Single carriageway","None",60,"17:29","Rural","Fine no high winds",2005,"No"
"2005030003537","C","1014",NA,"0","Serious","None",2005-10-31,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.839481,"Darkness - no lighting","Carlisle","Cumbria","338230","549830",-2.963324,"E01019214",1,1,"0","0","Cumbria","Dry","Single carriageway","None",60,"01:30","Rural","Fine no high winds",2005,"No"
"2005030003541","Unclassified","0",NA,"0","Slight","None",2005-10-31,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.889544,"Daylight","Carlisle","Cumbria","342100","555350",-2.904183,"E01019197",2,2,"0","0","Cumbria","Dry","Single carriageway","None",20,"11:20","Urban","Fine no high winds",2005,"No"
"2005030003545","Unclassified","0","Unclassified","0","Slight","None",2005-10-27,"Thursday","2","Give way or uncontrolled","T or staggered junction",54.125871,"Daylight","Barrow-in-Furness","Cumbria","319730","470700",-3.229793,"E01019166",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"17:50","Urban","Unknown",2005,"No"
"2005030003554","Unclassified","0",NA,"0","Slight","None",2005-10-30,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.148295,"Daylight","Barrow-in-Furness","Cumbria","322390","473150",-3.18973,"E01019148",5,2,"0","0","Cumbria","Dry","Single carriageway","None",40,"13:56","Rural","Fine no high winds",2005,"No"
"2005030003555","Unclassified","0",NA,"0","Slight","None",2005-10-30,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.3237,"Darkness - lights lit","South Lakeland","Cumbria","351500","492270",-2.747199,"E01019363",1,1,"0","0","Cumbria","Wet or damp","One way street","None",30,"18:45","Urban","Fine no high winds",2005,"No"
"2005030003567","Unclassified","0",NA,"0","Serious","Other object on road",2005-10-24,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",54.129086,"Daylight","Barrow-in-Furness","Cumbria","319030","471070",-3.240601,"E01019164",1,1,"0","0","Cumbria","Wet or damp","Unknown","None",20,"15:00","Rural","Fine no high winds",2005,"No"
"2005030003568","Unclassified","0","Unclassified","0","Slight","None",2005-10-30,"Sunday","1","Give way or uncontrolled","T or staggered junction",54.116523,"Daylight","Barrow-in-Furness","Cumbria","319140","469670",-3.238543,"E01019156",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"09:09","Urban","Fine no high winds",2005,"No"
"2005030003569","Motorway","6",NA,"0","Slight","None",2005-11-02,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.37592,"Daylight","South Lakeland","Cumbria","362180","497980",-2.58373,"E01019394",1,2,"0","0","Cumbria","Wet or damp","Dual carriageway","None",70,"10:57","Rural","Raining no high winds",2005,"No"
"2005030003570","A","684",NA,"0","Slight","None",2005-11-03,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.327327,"Daylight","South Lakeland","Cumbria","357930","492610",-2.648392,"E01019394",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"16:00","Rural","Raining no high winds",2005,"No"
"2005030003571","Unclassified","0",NA,"0","Serious","Other object on road",2005-10-01,"Saturday","2","Data missing or out of range","Not at junction or within 20 metres",54.156272,"Daylight","Barrow-in-Furness","Cumbria","322850","474030",-3.182915,"E01019149",1,1,"0","0","Cumbria","Dry","Dual carriageway","None",20,"08:30","Rural","Fine no high winds",2005,"No"
"2005030003573","Unclassified","0","Unclassified","0","Slight","None",2005-11-05,"Saturday","1","Give way or uncontrolled","Other junction",54.664852,"Darkness - lights unlit","Eden","Cumbria","351830","530230",-2.748331,"E01019327",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"15:00","Urban","Raining no high winds",2005,"No"
"2005030003576","A","595","Unclassified","0","Slight","None",2005-07-21,"Thursday","1","Give way or uncontrolled","T or staggered junction",54.8926,"Daylight","Carlisle","Cumbria","339090","555730",-2.951183,"E01019207",1,1,"0","0","Cumbria","Dry","Single carriageway","None",30,"18:06","Urban","Fine no high winds",2005,"No"
"2005030003581","A","595",NA,"0","Slight","None",2005-10-30,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.886931,"Daylight","Carlisle","Cumbria","338290","555110",-2.963521,"E01019232",2,3,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"13:38","Urban","Fine no high winds",2005,"No"
"2005030003583","A","597",NA,"0","Slight","None",2005-10-26,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.626323,"Daylight","Allerdale","Cumbria","299100","526810",-3.564412,"E01019111",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","Roadworks",30,"14:08","Urban","Fine no high winds",2005,"No"
"2005030003584","B","6264",NA,"0","Slight","None",2005-11-02,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.905156,"Darkness - lights lit","Carlisle","Cumbria","340380","557110",-2.931359,"E01019243",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"23:35","Rural","Fine no high winds",2005,"No"
"2005030003585","A","7","A","7","Slight","None",2005-11-02,"Wednesday","1","Auto traffic signal","T or staggered junction",54.894355,"Darkness - lights lit","Carlisle","Cumbria","340230","555910",-2.933449,"E01019206",1,1,"0","4","Cumbria","Wet or damp","One way street","None",30,"16:27","Urban","Raining no high winds",2005,"No"
"2005030003586","C","1038",NA,"0","Slight","None",2005-11-02,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.883219,"Darkness - no lighting","Carlisle","Cumbria","345790","554600",-2.846522,"E01019249",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"23:30","Rural","Raining no high winds",2005,"No"
"2005030003593","A","66",NA,"0","Fatal","None",2005-11-06,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.616284,"Darkness - no lighting","Eden","Cumbria","331960","525080",-3.055141,"E01019313",4,3,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"20:37","Rural","Raining no high winds",2005,"No"
"2005030003594","B","5295",NA,"0","Slight","None",2005-09-29,"Thursday","2","Data missing or out of range","Not at junction or within 20 metres",54.536577,"Darkness - lights lit","Copeland","Cumbria","298650","516830",-3.567932,"E01019286",2,3,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"20:30","Urban","Raining no high winds",2005,"No"
"2005030003596","Unclassified","0",NA,"0","Slight","None",2005-10-30,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.695929,"Darkness - no lighting","Allerdale","Cumbria","305970","534410",-3.460486,"E01019098",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"06:19","Rural","Other",2005,"No"
"2005030003597","A","590","Unclassified","0","Slight","None",2005-10-28,"Friday","1","Give way or uncontrolled","T or staggered junction",54.118054,"Daylight","Barrow-in-Furness","Cumbria","319160","469840",-3.238282,"E01019156",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"14:34","Urban","Raining no high winds",2005,"No"
"2005030003598","Unclassified","0",NA,"0","Slight","None",2005-11-03,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.304843,"Daylight","South Lakeland","Cumbria","353590","490150",-2.714737,"E01019394",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","Oil or diesel",60,"09:25","Rural","Fine no high winds",2005,"No"
"2005030003599","A","6","Unclassified","0","Slight","None",2005-11-03,"Thursday","1","Give way or uncontrolled","Other junction",54.863086,"Daylight","Carlisle","Cumbria","343310","552390",-2.884739,"E01019213",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"16:40","Rural","Raining no high winds",2005,"No"
"2005030003600","A","689","C","1012","Slight","None",2005-11-04,"Friday","1","Give way or uncontrolled","T or staggered junction",54.931352,"Daylight","Carlisle","Cumbria","340790","560020",-2.925566,"E01019238",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"10:25","Rural","Fine no high winds",2005,"No"
"2005030003601","Unclassified","0","Unclassified","0","Serious","None",2005-11-04,"Friday","1","Give way or uncontrolled","T or staggered junction",54.883597,"Darkness - lights lit","Carlisle","Cumbria","338210","554740",-2.964688,"E01019233",1,2,"0","0","Cumbria","Dry","Single carriageway","None",30,"20:05","Urban","Fine no high winds",2005,"No"
"2005030003606","Unclassified","0","Unclassified","0","Slight","None",2005-11-02,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.540799,"Daylight","Copeland","Cumbria","299100","517290",-3.561138,"E01019286",23,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"09:00","Urban","Fine no high winds",2005,"No"
"2005030003616","A","595",NA,"0","Serious","None",2005-11-02,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.803527,"Darkness - no lighting","Allerdale","Cumbria","325580","546020",-3.159271,"E01019131",2,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"06:15","Rural","Fine no high winds",2005,"No"
"2005030003618","Unclassified","0",NA,"0","Slight","None",2005-11-03,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.390542,"Daylight","Copeland","Cumbria","315610","500230",-3.301148,"E01019304",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"11:44","Rural","Raining no high winds",2005,"No"
"2005030003621","B","5277",NA,"0","Serious","None",2005-11-01,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.176931,"Darkness - no lighting","South Lakeland","Cumbria","338020","476100",-2.951079,"E01019349",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"18:03","Rural","Raining no high winds",2005,"No"
"2005030003622","A","590","Unclassified","0","Slight","None",2005-11-01,"Tuesday","1","Give way or uncontrolled","T or staggered junction",54.19672,"Daylight","South Lakeland","Cumbria","329160","478430",-3.087345,"E01019389",1,2,"0","5","Cumbria","Dry","Single carriageway","None",30,"11:05","Urban","Fine no high winds",2005,"No"
"2005030003624","Unclassified","0","Unclassified","0","Slight","None",2005-11-02,"Wednesday","1","Give way or uncontrolled","T or staggered junction",54.191822,"Daylight","South Lakeland","Cumbria","328830","477890",-3.092274,"E01019388",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"10:45","Urban","Raining no high winds",2005,"No"
"2005030003628","A","597","Unclassified","0","Slight","None",2005-11-03,"Thursday","1","Give way or uncontrolled","Roundabout",54.636966,"Daylight","Allerdale","Cumbria","299310","527990",-3.561566,"E01019113",3,2,"0","0","Cumbria","Dry","Unknown","None",30,"08:30","Urban","Unknown",2005,"No"
"2005030003629","A","74",NA,"0","Serious","None",2005-11-03,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",54.959868,"Darkness - no lighting","Carlisle","Cumbria","336680","563250",-2.99041,"E01019226",1,2,"0","0","Cumbria","Wet or damp","Dual carriageway","None",70,"05:15","Rural","Fine no high winds",2005,"No"
"2005030003631","A","596",NA,"0","Slight","None",2005-11-02,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",54.848645,"Daylight","Allerdale","Cumbria","330680","550960",-3.081132,"E01019130",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"14:20","Rural","Raining no high winds",2005,"No"
"2005030003632","C","1040",NA,"0","Slight","None",2005-11-06,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.873793,"Daylight","Carlisle","Cumbria","342650","553590",-2.895259,"E01019223",1,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",30,"11:12","Urban","Fine no high winds",2005,"No"
"2005030003633","A","595","A","595","Slight","None",2005-11-06,"Sunday","2","Give way or uncontrolled","Roundabout",54.893786,"Daylight","Carlisle","Cumbria","339240","555860",-2.948872,"E01019204",1,2,"0","0","Cumbria","Dry","Roundabout","None",30,"16:15","Urban","Fine no high winds",2005,"No"
"2005030003638","A","66","B","5289","Slight","None",2005-11-03,"Thursday","1","Give way or uncontrolled","T or staggered junction",54.605498,"Darkness - lights lit","Allerdale","Cumbria","324970","523990",-3.163081,"E01019092",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"16:45","Rural","Raining no high winds",2005,"No"
"2005030003643","B","5282",NA,"0","Slight","None",2005-11-05,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.224383,"Darkness - no lighting","South Lakeland","Cumbria","348600","481250",-2.789886,"E01019343",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",40,"17:26","Rural","Fine + high winds",2005,"No"
"2005030003644","A","590","Unclassified","0","Slight","None",2005-11-05,"Saturday","1","Give way or uncontrolled","Roundabout",54.156267,"Daylight","Barrow-in-Furness","Cumbria","321050","474060",-3.21048,"E01019154",1,1,"0","0","Cumbria","Wet or damp","Roundabout","None",60,"15:37","Rural","Raining no high winds",2005,"No"
"2005030003645","A","590",NA,"0","Slight","None",2005-11-06,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",54.22502,"Darkness - lights lit","South Lakeland","Cumbria","342750","481390",-2.87963,"E01019381",4,4,"0","0","Cumbria","Dry","Dual carriageway","None",60,"18:45","Rural","Fine no high winds",2005,"No"
"2005030003646","B","5305",NA,"0","Slight","None",2005-10-25,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.768502,"Daylight","Allerdale","Cumbria","335420","541970",-3.005316,"E01019131",2,1,"0","0","Cumbria","Wet or damp","Single carriageway","Oil or diesel",30,"15:33","Rural","Fine no high winds",2005,"No"
"2005030003648","A","65",NA,"0","Slight","None",2005-11-08,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",54.281853,"Darkness - no lighting","South Lakeland","Cumbria","352790","487600",-2.726627,"E01019383",2,1,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"20:30","Rural","Fine no high winds",2005,"No"
"2005030003649","A","66","A","5289","Slight","None",2005-11-06,"Sunday","2","Give way or uncontrolled","T or staggered junction",54.605407,"Daylight","Allerdale","Cumbria","324960","523980",-3.163234,"E01019092",1,2,"0","0","Cumbria","Wet or damp","Single carriageway","None",60,"15:30","Rural","Raining + high winds",2005,"No"
